[node] Loaded node config from axl-local/node-config-4.json
[node] Max message size: 16777216 bytes
[node] Max concurrent connections: 128
[node] Connection read timeout: 1m0s
[node] Connection idle timeout: 5m0s
[node] Configured peer: tls://127.0.0.1:9011
[node] Gensyn Node Started!
[node] Our IPv6: 200:f086:1d3f:dd9c:30b1:b494:939b:e2bd
[node] Our Public Key: 87bcf1601131e7a725b5b6320ea1658c5adcad8cd2665c3ded488e7767dfbfce
Listening on 127.0.0.1:9005
TCP Listener started on port 7000
[node] Connected outbound: 200:99cd:c061:6918:20f0:f842:e5a4:9935@127.0.0.1:9011, source 127.0.0.1:38936
2026/04/30 02:36:06 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:06 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:06 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:06 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:06 Connection from peer e4189dba071201ef...
2026/04/30 02:36:06 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:06 Connection from peer e4189dba071201ef...
2026/04/30 02:36:06 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:06 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:06 Connection from peer e4189dba071201ef...
2026/04/30 02:36:06 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:06 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:06 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:06 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:06 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:06 Connection from peer e4189dba071201ef...
2026/04/30 02:36:06 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:06 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:06 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:08 Connection from peer e4189dba071201ef...
2026/04/30 02:36:08 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:08 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:08 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:08 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:08 Connection from peer e4189dba071201ef...
2026/04/30 02:36:08 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:08 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:08 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:08 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:08 Connection from peer e4189dba071201ef...
2026/04/30 02:36:08 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:08 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:08 Connection from peer e4189dba071201ef...
2026/04/30 02:36:08 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:08 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:08 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:08 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:08 Connection from peer e4189dba071201ef...
2026/04/30 02:36:08 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:08 Connection from peer e4189dba071201ef...
2026/04/30 02:36:08 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:10 Connection from peer e4189dba071201ef...
2026/04/30 02:36:10 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:10 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:10 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:10 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:10 Connection from peer e4189dba071201ef...
2026/04/30 02:36:10 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:10 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:10 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:10 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:10 Connection from peer e4189dba071201ef...
2026/04/30 02:36:10 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:10 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:10 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:10 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:10 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:10 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:10 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:10 Connection from peer e4189dba071201ef...
2026/04/30 02:36:10 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:10 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:10 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:10 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:12 Connection from peer e4189dba071201ef...
2026/04/30 02:36:12 Connection from peer e4189dba071201ef...
2026/04/30 02:36:12 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:12 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:12 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:12 Connection from peer e4189dba071201ef...
2026/04/30 02:36:12 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:12 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:12 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:12 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:12 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:12 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:12 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:12 Connection from peer e4189dba071201ef...
2026/04/30 02:36:12 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:12 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:12 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:14 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:14 Connection from peer e4189dba071201ef...
2026/04/30 02:36:14 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:14 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:14 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:14 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:14 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:14 Connection from peer e4189dba071201ef...
2026/04/30 02:36:14 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:14 Connection from peer b3191fcf4b73ef87...
2026/04/30 02:36:14 Connection from peer e4189dba071201ef...
2026/04/30 02:36:14 Connection from peer 28f93333edb22bc1...
2026/04/30 02:36:14 Connection from peer 406403f8354ad3b0...
2026/04/30 02:36:14 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:14 Connection from peer 06c1d3298a7568c5...
2026/04/30 02:36:14 Connection from peer 28f93333edb22bc1...
